,MTOPDomainClassification,ArguAna,StackExchangeClustering.v2,MassiveIntentClassification,STS12,MindSmallReranking,AskUbuntuDupQuestions,STS22.v2,MedrxivClusteringS2S.v2,SICK-R,StackExchangeClusteringP2P.v2,Banking77Classification,SprintDuplicateQuestions,MassiveScenarioClassification,STS13,AmazonCounterfactualClassification,STS14,FEVERHardNegatives,SCIDOCS,ToxicConversationsClassification,STS17,ArXivHierarchicalClusteringP2P,MedrxivClusteringP2P.v2,TwentyNewsgroupsClustering.v2,ArXivHierarchicalClusteringS2S,TwitterSemEval2015,TRECCOVID,TwitterURLCorpus,BIOSSES,ClimateFEVERHardNegatives,TweetSentimentExtractionClassification,STS15,STSBenchmark,CQADupstackGamingRetrieval,Touche2020Retrieval.v3,CQADupstackUnixRetrieval,ImdbClassification,HotpotQAHardNegatives,FiQA2018,BiorxivClusteringP2P.v2,SummEvalSummarization.v2
intfloat/e5-base-v2,0.922321,0.44568,0.5311466874767545,0.6743443174176195,0.7348862196374729,0.312916268497217,0.5897793816337376,0.6651056943318795,0.33347301106853483,0.7839807283202838,0.3953167019072793,0.8352922077922077,0.9425578233832086,0.727303,0.8299690334443994,0.7550746268656716,0.8044585834356298,0.85,0.18681,0.658740234375,0.8889012640998367,0.5796287997107757,0.3553594605417122,0.4836694939036682,0.5462964772346335,0.7597497873817315,0.69633,0.8666483900596083,0.8140064994975234,0.27323,0.6039049235993209,0.8818055224097616,0.854798891881189,0.55742,0.49852,0.36904,0.8615,0.69088,0.39883,0.3911946928392568,0.342615
Lajavaness/bilingual-embedding-base,0.928637,0.51867,0.565337,0.688635,0.7959450354665624,0.3165436388779704,0.592761176425466,0.642707,0.329464,0.7949310740723677,0.397885,0.7846103896103896,0.9475976312657727,0.752488,0.8470010174539925,0.774179,0.8391546630697558,0.62817,0.16927,0.633837890625,0.8869212374652549,0.569346,0.349347,0.432499,0.543943,0.7377139111004601,0.49443,0.8648986996838992,0.8713150342270266,0.18062,0.6246745897000566,0.8987899103812357,0.8744031003802738,0.57534,0.44152,0.3662099999999999,0.8739199999999999,0.65092,0.29974,0.380501,0.276439
Alibaba-NLP/gte-multilingual-base,0.9253989968080255,0.58284,0.5191497256515774,,0.7750749639238503,0.317530992892652,0.6187514497610431,0.6723002582589221,0.3491208896744532,0.7934202518512105,0.380834,0.8536038961038962,0.9545486732659925,,0.8555376747969323,0.7470149253731344,0.816756953287287,0.92883,0.18257,0.68310546875,0.8890542539271642,0.5799437291346836,0.36920965436201,0.501482,0.5794172192774746,0.718812,0.57668,0.8541579134030077,0.8121450112991194,0.35965,0.5760045274476514,0.8894403930558215,0.864554908309818,0.55606,0.44023,0.36933,0.74912,0.64118,0.45005,0.39660852705122057,0.24754594544362912
TencentBAC/Conan-embedding-v2,0.976699,0.77792,,0.863788,0.84796,0.315315,0.66603,,,0.833188,,0.883377,0.968835,0.909987,0.885889,0.918358,0.871524,,0.31628,0.964502,0.913769,,,,,0.878255,0.84663,0.957069,0.863104,,0.800311,0.891791,0.861931,0.71022,,0.54554,0.961628,,0.71858,,
hotchpotch/bekko-embedding-v1-a25m,0.916142,0.57419,0.535662,0.6769,0.76753,0.3126,0.59949,0.668207,0.341827,0.744838,0.396225,0.820682,0.954399,0.730699,0.808453,0.754776,0.791962,0.75938,0.20112,0.669434,0.878387,0.551511,0.359369,0.455662,0.540062,0.697657,0.56792,0.854901,0.860749,0.21877,0.608715,0.88273,0.85802,0.6081,0.5779,0.39733,0.798308,0.69026,0.3793,0.390586,0.323415
openai/text-embedding-3-small,0.9390560876,0.55486,0.5907183636054019,0.728884,0.7308926436,,,0.6569491423322391,0.348256,0.7673167594,0.397385,0.8300974026,,0.76967,0.8491997414,0.7641791045,0.7981407149,0.79669,0.20797,0.719124,0.909715,0.5788295087642524,0.36448130580518867,0.543283,0.5710651257728321,,0.77903,,0.8872250353,0.27127,0.6171760045,0.8801202172,0.8423906519,0.61121,0.59768,0.43475,0.836564,0.64507,0.44909,0.4025718174108642,0.324916
ibm-granite/granite-embedding-125m-english,0.91311,0.58401,0.615845,0.645461,0.659247,0.322181,0.664838,0.693609,0.352697,0.712001,0.411876,0.779156,0.954074,0.716476,0.817525,0.63403,0.742305,0.90027,0.24146,0.597607,0.839634,0.572516,0.360757,0.481043,0.573498,0.609374,0.69259,0.825316,0.878424,0.33089,0.533192,0.841271,0.796569,0.63641,0.53592,0.513,0.644052,0.68143,0.44931,0.406341,0.2934
nomic-ai/nomic-embed-text-v1-unsupervised,0.923643,0.54812,0.527255,0.67774,0.7322311186990363,0.3060132765358296,0.5957222651819297,0.65175,0.325214,0.7418938626206575,0.3983,0.8109415584415585,0.9593389375761486,0.740148,0.8477145185366202,0.770597,0.799948128016449,0.73012,0.2017,0.7296340000000001,0.8954137104681308,0.567453,0.348539,0.459676,0.552057,0.696825655240522,0.62203,0.8541051488820464,0.8718933606575987,0.23225,0.5528013582342954,0.8726758456901442,0.8395859527071088,0.60587,0.5612,0.38909,0.8632240000000002,0.6476,0.3986,0.387819,0.303369
Cohere/Cohere-embed-multilingual-light-v3.0,0.918673,0.53369,0.559929,0.673638,0.7321878234127571,0.31362481813275295,0.5854425754121493,0.674977,0.344522,0.7703523134004042,0.397458,0.7812337662337663,0.9659618618212249,0.726295,0.7949916779764082,0.699552,0.769552055757283,0.86246,0.171,0.7065859999999999,0.886693290310468,0.571049,0.378458,0.41627,0.533711,0.6940551363814539,0.7893000000000001,0.8584596466970871,0.8401396250789998,0.24922,0.6445670628183361,0.8642805701554928,0.8546101092708824,0.56623,0.63015,0.37329,0.856372,0.67718,0.36161,0.416921,0.281744
Snowflake/snowflake-arctic-embed-m-v2.0,0.920862,0.57877,0.53989,0.680262,0.706481,0.3142,0.623418,0.685967,0.316183,0.712985,0.408757,0.801721,0.960056,0.726765,0.773886,0.66209,0.729113,0.92264,0.20321,0.648389,0.841046,0.575366,0.353642,0.395825,0.518794,0.64784,0.80342,0.859584,0.870429,0.38683,0.582371,0.818161,0.759802,0.65317,0.65413,0.47792,0.69278,0.71911,0.44173,0.381119,0.303058
nomic-ai/nomic-embed-text-v1.5,0.922344,0.52018,0.6046466288318849,0.697511768661735,0.7116012635813495,0.303115090856725,0.6171274951450321,0.6673389390621741,0.357605,0.7544467557272925,0.394935,0.8425324675324675,0.9598024920069808,0.740013,0.807169234916371,0.7201492537313433,0.7658383975698424,0.71227,0.17629,0.67177734375,0.8676041575841374,0.6008051520875409,0.3804370276490524,0.492389,0.5538342532333089,0.7426624727825818,0.63436,0.8522205028000035,0.8424649792685918,0.29177,0.6091963780418789,0.8523035009567322,0.8139924460748615,0.57475,0.53881,0.36804,0.85312,0.60558,0.37456,0.41947123498616856,0.285596
yibinlei/LENS-d8000,0.9743502051983585,0.76019,,0.8114324142568932,0.8098590815911939,0.31464871623418794,0.6574396432331053,,,0.8330200195593044,,0.9019155844155846,0.969963756118777,0.8352723604572965,0.8734287142701457,0.9368656716417909,0.8438843815801556,,0.28538,0.923681640625,0.9086953801008368,,,,,0.7955707708553916,0.7717500000000002,0.8737453072241572,0.8583087137728063,,0.8042161856253539,0.8974723322749233,0.8846646307403642,0.65236,,0.51396,0.9699720000000001,,0.61566,,
OrdalieTech/Solon-embeddings-large-0.1,0.919745,0.56925,0.474778,0.700773,0.734113,0.312846,0.587275,0.678539,0.333493,0.78227,0.380958,0.803442,0.923772,0.742065,0.793187,0.772239,0.778392,0.63145,0.20431,0.659668,0.89193,0.568996,0.364499,0.350661,0.547207,0.749828,0.61867,0.860346,0.858441,0.20904,0.607499,0.868678,0.835086,0.59983,0.50318,0.39809,0.841752,0.64043,0.37695,0.39399,0.33915
intfloat/e5-base,0.904423,0.51411,0.542585,0.666543,0.7421899903211739,0.30068174046665225,0.5965675531567043,0.63741,0.320616,0.7966419880841734,0.376448,0.8332792207792208,0.9487673936635739,0.715198,0.8331401180333396,0.781642,0.7852252410630708,0.60547,0.1899,0.74117,0.8723010990417097,0.5516,0.346347,0.439144,0.549871,0.7439948795815541,0.7963799999999999,0.8597819287477351,0.8510314395214409,0.16289,0.6138370118845502,0.8834876527774259,0.8618102563389962,0.55022,0.57168,0.38304,0.75958,0.63246,0.36368,0.374893,0.33383
yibinlei/LENS-d4000,0.974874601003192,0.77317,,0.7964694014794889,0.7906871408688199,0.31915803712485374,0.6544621361559305,,,0.8381274073153919,,0.9042532467532467,0.969830495771001,0.8197377269670477,0.8654428612066569,0.9361194029850747,0.8431789230181544,,0.27512,0.9228515625,0.9155107309513775,,,,,0.7931400852296694,0.69733,0.8750024399984746,0.8447120184207104,,0.801726089417091,0.8969254612113068,0.8821684368202543,0.6441500000000001,,0.49925,0.97116,,0.6043,,
sentence-transformers/all-mpnet-base-v2,,0.46521,0.44847209765289975,0.697579,0.7263425649613446,0.30967817606105796,0.6585199009344481,0.6838595785593503,0.37023414814306715,0.8058541829408069,0.40312099057006,0.8170129870129872,0.9014551416831162,0.756725,0.8348493528200611,,0.7800015498590187,0.53502,0.23765,0.610546875,0.9059523263123733,0.6147339210179387,0.39861803270863766,0.5013521711118372,0.5645931195046712,0.738687762939226,0.51326,0.8510833131416968,0.8043195317854409,0.22279,0.5504527447651387,0.8566278413019339,0.8342190973012376,0.60026,0.4893,0.45414,0.7117359999999999,0.43644,0.49963,0.423103,0.23732402913831227
intfloat/multilingual-e5-large,0.909667,0.54357,0.46428409593639797,0.680363,0.8001977936978489,0.302421,0.592387,0.6366204299148557,0.3152012458651023,0.8023155937954839,0.38539605157422424,0.749188,0.9313702348755108,0.717754,0.8155024883174237,,0.7772248064874142,0.8379,0.17447,0.660107421875,0.8811818125611702,0.556856,0.34306003127887985,0.39213515994646275,0.536658,0.7527719151164509,0.7115,0.8582919735430881,0.845736,0.26003,0.627985285795133,0.8930888242498176,0.8729412528181398,0.58698,0.49593,0.39885,0.886748,0.70554,0.43815,0.372034,0.31407339652571836
manu/bge-m3-custom-fr,0.943753,0.51591,0.498588,0.708709,0.81355,0.30027,0.619981,0.664872,0.305818,0.776325,0.372626,0.820779,0.965551,0.775319,0.815511,0.721194,0.800594,0.78282,0.14024,0.67749,0.869643,0.542435,0.310821,0.427297,0.499528,0.71997,0.44867,0.859136,0.835158,0.27299,0.617063,0.880237,0.849036,0.55868,0.43542,0.40244,0.870164,0.65196,0.38186,0.318016,0.331076
Snowflake/snowflake-arctic-embed-l,0.901163,0.59086,0.566869,0.606792,0.6785470749045026,0.2908234393834005,0.6034614226394902,0.698366,0.350014,0.6932425977603488,0.424879,0.8006493506493507,0.9522680188132777,0.676362,0.7748991626780107,0.638955,0.6977157648098141,0.88925,0.21361,0.647092,0.8228085055047386,0.563437,0.344783,0.434719,0.582928,0.6234858091376534,0.80716,0.8484152743322607,0.8634534093114372,0.39984,0.5673740803621958,0.8016458787843023,0.7567875747588545,0.6496999999999999,0.67884,0.47258,0.7287600000000001,0.75469,0.44707,0.388528,0.203791
dwzhu/e5-base-4k,0.917898,0.4449,0.52223,0.687929,0.7579279003980384,0.312916268497217,0.5897793816337376,0.619242,0.321521,0.7829727771767095,0.36678,0.8352922077922077,0.9459134620408962,0.748924,0.8358056936846942,0.754179,0.79948683747966,0.46822,0.18694,0.721126,0.8758456196391622,0.552846,0.344909,0.390961,0.538693,0.7597497873817315,0.69596,0.8663028865482376,0.8140064994975234,0.19286,0.6039049235993209,0.8882021731518206,0.8652303197250791,0.5211,0.32306,0.30565,0.8615,0.61224,0.39883,0.367251,0.333767
ibm-granite/granite-embedding-small-english-r2,0.901505,0.54398,0.582824,0.67078,0.674098,0.304159,0.648343,0.668478,0.359982,0.688621,0.406761,0.836299,0.949257,0.727875,0.805687,0.617761,0.729385,0.87581,0.24059,0.593701,0.851797,0.571,0.364628,0.447717,0.58042,0.581539,0.64666,0.827706,0.86502,0.31688,0.500481,0.838624,0.77103,0.62437,0.56253,0.51134,0.6037,0.66231,0.40808,0.408814,0.26738
izhx/udever-bloom-7b1,0.855654,0.52207,0.45628,0.626126,0.7747310329678291,0.31217934626189925,0.6160189642383972,,0.270835,0.814067321748142,0.386236,0.8536363636363637,0.9561939598272275,0.66197,0.8637854318479079,0.726269,0.8117166984686445,0.37752,0.18944,0.715842,0.906215253553308,0.589684,0.346608,0.175211,0.520937,0.7381316644708891,0.8381799999999999,0.867769866448429,0.855242378844044,0.11874,0.6213921901528014,0.8823398394823562,0.8802311088852668,0.56208,,0.39631,0.7846119999999999,0.21573,0.36695999999999995,0.380365,0.235783
voyageai/voyage-3,0.8715,0.60956,0.527743,0.637525,0.695154,0.319257,0.615229,0.696028,0.357999,0.796314,0.385496,0.738019,0.901969,0.709987,0.805623,0.603731,0.733251,0.75679,0.21429,0.607275,0.868132,0.55695,0.351939,0.443912,0.569548,0.618417,0.8046,0.836063,0.879171,0.26974,0.512847,0.803908,0.795318,0.59902,0.4577,0.46085,0.896756,0.65109,0.52277,0.394713,0.288655
Mihaiii/Ivysaur,0.921249,0.55783,0.512396,0.703531,0.6858158236004102,0.317776266029616,0.5969637278242267,0.673878,0.337055,0.7563155962642634,0.39198,0.8191558441558439,0.9511999931294784,0.748857,0.8054473705232682,0.720896,0.7762868051470301,0.66124,0.18636,0.65458984375,0.8857042379845549,0.573228,0.366592,0.395984,0.535422,0.6997192936786295,0.60324,0.8508920672765428,0.8731584497244751,0.22191,0.5865874363327673,0.8615687211744393,0.8424952159575492,0.54652,0.54212,0.38387,0.8079959999999999,0.57313,0.30709,0.414341,0.278674
Snowflake/snowflake-arctic-embed-m-v1.5,0.896831,0.5953,0.576073,0.616543,0.649088,0.3020503776754942,0.6159766728865784,0.69589,0.33032192394156096,0.700345,0.415307,0.800064935064935,0.945158,0.690316,0.736707,0.637612,0.652493,0.88652,0.2149,0.632959,0.805787,0.563888,0.3541598539873297,0.429756,0.532505,0.6328210387064517,0.84634,0.821362,0.8640317357420093,0.37261,0.53907753254103,0.767534,0.694352,0.62686,0.64982,0.4654,0.8435640000000001,0.72368,0.42396,0.370338,0.298883
Snowflake/snowflake-arctic-embed-s,0.899111,0.56874,0.52803,0.628379,0.687854092887031,0.30601827413968596,0.6114929026697924,0.713378,0.325725,0.6966114097154584,0.400655,0.7911688311688312,0.952776439040401,0.691123,0.7961879435615303,0.651045,0.7557574519760183,0.82113,0.1942,0.6196360000000001,0.8673200885328938,0.553871,0.344885,0.39729,0.527564,0.6577588818364636,0.81388,0.8515414684113987,0.8626521862357489,0.31627,0.5890492359932088,0.8464256921939338,0.8118789220331483,0.60161,0.68016,0.42487,0.6948679999999999,0.6674,0.39682,0.383143,0.324851
Snowflake/snowflake-arctic-embed-m-long,,0.60364,0.571214,0.616443,0.6610824660353681,0.29910228061734817,0.6135548942475388,0.668356,0.322653,0.7091162732446628,0.427641,0.8026298701298703,0.9467482871230737,0.693544,0.7982293444619499,0.609851,0.7363809739428072,0.8575,0.2047,0.66739,0.8059196586367551,0.572668,0.348386,0.43789,0.554602,0.6617413621964547,0.81698,0.8520971719214487,0.8824237210809323,0.34297,0.5672891907187323,0.8323485786963107,0.7789671867168987,0.62134,0.65192,0.44933,0.7179040000000001,0.73201,0.42163000000000006,0.372768,0.249842
hotchpotch/bekko-embedding-v1-a8m,0.914774,0.55413,0.515445,0.652152,0.766207,0.31346,0.59065,0.6545,0.333051,0.719193,0.376905,0.79487,0.963094,0.710928,0.803475,0.720896,0.778922,0.73528,0.19432,0.682471,0.871844,0.54496,0.352208,0.444634,0.521138,0.655918,0.53351,0.85333,0.88093,0.21719,0.59966,0.872158,0.8445,0.57056,0.61273,0.35589,0.752632,0.65723,0.33962,0.391591,0.281904
Snowflake/snowflake-arctic-embed-m,0.859599,0.56436,0.571668,0.528178,0.6696821894433991,0.2917001989609191,0.6053175025582013,0.672094,0.341667,0.6912484963763645,0.442062,0.8033766233766232,0.9521196473745839,0.609314,0.7911530011173249,0.641194,0.6850538405089605,0.89293,0.21097,0.649346,0.8146108646565362,0.574973,0.35286,0.395893,0.575568,0.6328364302860433,0.7964600000000001,0.8471928330149229,0.8662245567912619,0.39767,0.5672608941709111,0.7992003940566668,0.740981396086974,0.62339,0.65374,0.45068,0.74082,0.7384,0.42402999999999996,0.383746,0.196331
intfloat/e5-small-v2,0.904834,0.41794,0.4655300833419639,0.6560524546065906,0.737079788758814,0.30096874986740757,0.5810811337308168,0.6629904599827411,0.3150336772588932,0.792507216483598,0.381701495052936,0.8163636363636364,0.9508344066205744,0.710491,0.8231720264513166,0.7665671641791045,0.8006919084564517,0.817,0.17714,0.6373046875,0.8758094863633612,0.538363445953143,0.3480660307591203,0.41205223085486686,0.5286100414159316,0.7334325409809446,0.74373,0.859557793642612,0.794289182755206,0.23194,0.6146293152235427,0.8720998142742838,0.8491603276683479,0.55707,0.49828,0.35971,0.8600280000000001,0.66892,0.37433999999999995,0.37464846514243255,0.332283
intfloat/e5-small,0.878773,0.46692999999999996,0.4832468137399329,0.644687,0.7518834516024511,0.29564149683482205,0.5935843292105327,0.647665,0.3231702728191858,0.789003023008781,0.3661429204340775,0.8187337662337661,0.9532449994414968,0.687794,0.8179962989974363,0.734179,0.7848371403924872,0.5649,0.16419,0.7276460000000001,0.8794243515296604,0.54796,0.34459737263951334,0.3833947263662072,0.54653,0.7415520712370555,0.7677700000000001,0.8578879502899772,0.8421637675860022,0.17362,0.6330503678551217,0.8749276894673141,0.8636336704300167,0.53334,0.56571,0.34288,0.7554919999999999,0.57955,0.34795000000000004,0.3816344531951946,0.310609
sdadas/mmlw-e5-small,0.916575,0.58723,0.545177,0.735373,0.770012,0.305939,0.604326,0.639111,0.351667,0.785342,0.391366,0.835195,0.953685,0.777539,0.820848,0.748507,0.803341,0.52983,0.0636,0.634863,0.860075,0.59169,0.368133,0.435728,0.541129,0.667444,0.38702,0.839994,0.729143,0.1519,0.622015,0.859778,0.843509,0.41326,0.46957,0.21849,0.792072,0.56811,0.24713,0.408031,0.320884
intfloat/multilingual-e5-base,0.9090059279525764,0.44206,0.445731971756278,0.6570611970410221,0.7669682068361314,0.2928481590011214,0.5927737716715097,0.6226431175977708,0.3121134364031596,0.7851396550478342,0.3887716556409143,0.7352597402597402,0.9301551354758207,0.7157363819771352,0.7802330106775197,0.7735820895522388,0.7659646479642243,0.79694,0.17168,0.643310546875,0.8783657234280028,0.5668313660694407,0.33508773965624533,0.35802974266072934,0.5611505558712511,0.7220673741515874,0.69492,0.8548080278022832,0.8505193796610385,0.24219,0.6279852857951329,0.8815964513683959,0.8563930748879539,0.59127,0.51705,0.36769,0.842892,0.69221,0.38146,0.38867753499529095,0.2717022673086651
voyageai/voyage-multilingual-2,0.930392,0.61821,0.568417,0.724479,0.673025,0.330494,0.61756,0.670157,0.3421,0.789737,0.403451,0.786071,0.810836,0.765636,0.800949,0.727313,0.719759,0.75299,0.22447,0.618848,0.865227,0.58206,0.356732,0.466505,0.560748,0.688643,0.80106,0.843722,0.871116,0.253,0.575099,0.780676,0.757937,0.5932,,,0.827972,0.67643,,0.402445,0.279129
Lajavaness/bilingual-embedding-small,0.910351,0.53594,0.505889,0.702186,0.7939117869636217,0.30919005892986945,0.5678685528593245,0.656196,0.323403,0.7464910820402831,0.387605,0.8031493506493506,0.9453929097513268,0.750841,0.853226077419183,0.731194,0.8389978896960656,0.65791,0.16203,0.625244140625,0.8576725038940407,0.552794,0.341211,0.412949,0.525221,0.6802422564958267,0.4678899999999999,0.8647944792205788,0.8398625103310173,0.20793,0.5960384833050367,0.8846744045180212,0.860757276289371,0.53062,0.42267,0.33363,0.73702,0.60512,0.24467,0.375005,0.29839
ibm-granite/granite-embedding-30m-english,0.894505,0.56356,0.575859,0.64768,0.647738,0.30883,0.641329,0.674747,0.360891,0.687981,0.390832,0.773247,0.9417,0.713416,0.793253,0.609254,0.701701,0.86474,0.22542,0.629395,0.846497,0.570169,0.362956,0.43233,0.568468,0.600317,0.63098,0.825792,0.881641,0.30609,0.528721,0.820343,0.780444,0.59318,0.53834,0.46071,0.622348,0.63059,0.36851,0.4248,0.241702
BAAI/bge-en-icl,0.9842225262197901,0.8307967801208441,,0.8292535305985205,0.7814269330480724,0.305974097347505,0.6515263966490278,,,0.8386733787791423,,0.9148701298701298,0.9726819027722253,0.8560188298587758,0.8658640009300751,0.931492537313433,0.828292579957437,,0.2525865384510787,0.93173828125,0.9124736138013424,,,,,0.7934189681158235,0.7907987651251461,0.8786355195357181,0.8647365710792692,,0.799320882852292,0.8777203714228863,0.8842076443255168,,,,0.969144,,0.5967151242793314,,
voyageai/voyage-3-lite,0.905176,0.60139,0.562448,0.664627,0.70758,0.318282,0.605767,0.66933,0.325631,0.766482,0.397576,0.768506,0.894701,0.719435,0.765052,0.635821,0.719166,0.69838,0.19119,0.618604,0.8718,0.568291,0.363005,0.431109,0.551711,0.626433,0.76499,0.840877,0.851875,0.23324,0.568393,0.811019,0.785603,0.57165,0.53075,0.41305,0.730392,0.60805,0.41688,0.400315,0.30488
sentence-transformers/all-MiniLM-L6-v2,0.9167806657546741,0.50167,0.45168045041945826,0.6693678547410895,0.7236899998079941,0.30802387794836955,0.634768168123733,0.6771118263513062,0.35440351403798337,0.7758245525469719,0.4034756263973665,0.8004220779220779,0.9455063045792448,0.738097,0.8060316722220763,0.6364179104477612,0.7558912408385123,0.54766,0.21641,0.620947265625,0.8758779089494525,0.5910688886391535,0.3760657190392798,0.460185975355403,0.5454234024039991,0.6785804899562047,0.47232,0.8470165732885377,0.8164041444909368,0.20658,0.5404357668364459,0.8538961998125277,0.8203247283076371,0.56923,0.49713,0.4131,0.61764,0.49886,0.36867,0.40988693072325083,0.2595832768105533
Haon-Chen/e5-omni-3B,0.934747,0.50514,0.494899,0.710356,0.705632,0.30268,0.60828,0.691429,0.361751,0.779943,0.393061,0.731851,0.85755,0.750437,0.781292,0.593582,0.70343,0.69817,0.24317,0.56543,0.860855,0.586593,0.354644,0.473888,0.596863,0.614036,0.79441,0.798057,0.757071,0.29172,0.467091,0.776699,0.772862,0.52494,0.44622,0.39273,0.676796,0.74748,0.47472,0.408004,0.247226
McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised,0.961377108983128,0.62779,,0.7980497646267652,0.7926752176661364,0.3267476691128679,0.6518525400430678,,,0.839379272617096,,0.880487012987013,0.9509301057928796,0.8152320107599192,0.848327309083665,0.7994029850746268,0.829394255552954,,0.22961,0.705856,0.8957796559847532,,,,,0.8173234934293887,0.80337,0.8656353001037664,0.8492301936595549,,0.6189869835880024,0.8808995363382608,0.880472708354572,0.64951,,0.50083,0.829448,,0.55332,,
izhx/udever-bloom-3b,0.834793,0.4833,0.456579,0.596167,0.7610288448289814,0.3097227673339198,0.5991826882625199,,0.266445,0.8084882728439893,0.377894,0.8415584415584416,0.9548335466728275,0.646335,0.8549051395372348,0.738657,0.8043502071880916,0.20771,0.18502,0.721314,0.8994783195991868,0.579727,0.350397,0.148804,0.518769,0.7063738634684301,0.8321,0.861777422918812,0.8481639043031877,0.09023,0.6104414261460102,0.877540379885978,0.8770682082313391,0.54727,,0.37395,0.7769799999999999,0.12092,0.35124,0.371483,0.245186
brahmairesearch/slx-v0.1,0.9167806657546741,0.50167,0.520094,0.6693678547410894,0.72369,0.308002,0.634768,0.677112,0.354404,0.775824,0.403476,0.8004220779220779,0.945506,0.7380968392737056,0.806032,,0.755891,0.54766,0.21641,0.620947265625,0.875878,0.591069,0.376066,0.460186,0.545423,0.67858,0.47246,0.847017,0.816404,0.20658,0.5404357668364459,0.853896,0.820325,0.56923,0.49713,0.4131,0.61764,0.49886,0.36867,0.409887,0.259711
ibm-granite/granite-embedding-278m-multilingual,0.898997,0.55244,0.532453,0.639509,0.751911,0.305381,0.623443,0.681508,0.329799,0.687448,0.384622,0.780617,0.935084,0.70928,0.773053,0.71806,0.749479,0.85574,0.17721,0.624805,0.785929,0.547465,0.354313,0.388703,0.540382,0.644131,0.68573,0.861545,0.816362,0.30364,0.583616,0.860174,0.784076,0.56369,0.58304,0.45275,0.630232,0.6137,0.35663,0.385069,0.296914
deepfile/embedder-100p,0.918263,0.52035,0.526949,0.717317,0.7697735281189987,,,0.686597,0.367572,0.8091205372065705,0.376802,0.8273051948051948,0.9067883265196162,0.778514,0.8262953855483206,0.670448,0.7783933203825716,0.60071,0.16603,0.6748099999999999,0.8899264497015509,0.585614,0.394704,0.464677,0.542086,0.6950780726475959,0.451,0.8464911720373662,0.7531798123153732,0.21952,0.5562252405206565,0.8591807216993299,0.842021805427655,0.525,0.45928,0.34036,0.6729919999999999,0.4664,0.30595,0.397806,0.271736
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.8923848609211127,0.48908,0.46235438475977036,0.6932078009414929,0.7789525808313972,0.30149454082146715,0.6016365489308333,0.6351847725882376,0.36160792355097715,0.7962205774287165,0.3823080684000874,0.810974025974026,0.9109871555441387,0.7534633490248823,0.851067656701606,0.7580597014925373,0.8080585658408256,0.61566,0.13965,0.65556640625,0.8699305255112367,0.5534276670530136,0.35773235342706017,0.45188101293993743,0.5516032759428068,0.6875271734826854,0.37872,0.8532492627482752,0.7627462953544198,0.16378,0.5903791737408035,0.8748018793840922,0.8682218476677823,0.44836,0.50002,0.31501,0.645752,0.43405,0.22964,0.36069759040358595,0.294549004940152
Mihaiii/gte-micro-v4,0.908755,0.47368,0.547458,0.691056,0.726714,0.315554,0.5801141755339977,0.654157,0.342006,0.761108,0.376187,0.8092207792207791,0.9553621808930456,0.741594,0.821624,0.718507,0.781707,0.55036,0.16243,0.6604019999999999,0.881136,0.55395,0.36007,0.414093,0.529036,0.6777652401372911,0.49032,0.8468882859374923,0.851875,0.205,0.5942840973401244,0.86281,0.839242,0.49647,0.50578,0.28419,0.719568,0.55749,0.22549,0.388749,0.285933
Haon-Chen/e5-omni-7B,0.937255,0.39721,0.50585,0.694048,0.731984,0.30784,0.59803,0.299832,0.34928,0.794731,0.431393,0.756916,0.92346,0.764896,0.795747,0.610149,0.698088,0.68997,0.22765,0.594727,0.852869,0.577803,0.361663,0.448788,0.576711,0.564427,0.80033,0.780083,0.779909,0.23253,0.535399,0.776018,0.761849,0.55895,0.42842,0.38022,0.710912,0.69078,0.47691,0.419391,0.231865
intfloat/multilingual-e5-small,0.891268,0.39088,0.502063,0.642031,0.780543,0.299644,0.56424,0.642763,0.31947381398432456,0.786312,0.379598,0.706396,0.935791,0.689845,0.774714,0.714328,0.775423,0.76084,0.13896,0.635254,0.871582,0.52699,0.34349330178320625,0.333582,0.538085,0.728198,0.72287,0.858645,0.843754,0.22898,0.618166,0.874871,0.835893,0.54832,0.50351,0.35349,0.758176,0.66431,0.33126,0.365442,0.29219
Tevatron/OmniEmbed-v0.1,0.894026,0.73318,0.548027,0.669166,0.607236,0.2852,0.61656,0.348262,0.365291,0.725971,0.430218,0.737305,0.727289,0.735104,0.74591,0.641045,0.690513,0.71094,0.25287,0.564795,0.748139,0.583027,0.352851,0.437914,0.605773,0.586315,0.69372,0.739619,0.824139,0.24877,0.47159,0.766405,0.692817,0.54508,0.31907,0.42067,0.672112,0.80197,0.48998,0.409231,0.217926
zeta-alpha-ai/Zeta-Alpha-E5-Mistral,0.9635430916552667,0.6562300000000001,,0.7731338264963012,0.7863991285161868,0.32201709693064573,0.645808745066313,,,0.8188046945336663,,0.831103896103896,0.9543878917155146,0.7997982515131138,0.8712110799581851,0.7776119402985074,0.8355263671417923,,0.2086,0.7587890625,0.9143471625912766,,,,,0.8141444048232692,0.8367999999999999,0.8791825594329685,0.8644233109293757,,0.6521788341822298,0.9009569633194636,0.8827561759951514,,,,0.9550119999999996,,0.58781,,
